WBAN	Date	Time	StationType	SkyCondition	ConvertSky	SC1	SC2	SC3	SkyConditionFlag	Visibility	WeatherType	DryBulbFarenheit	DryBulbCelsius	RelativeHumidity	WindSpeed	WindSpeedFlag	HourlyPrecip	HourlyPrecipFlag	RealDate	TimeCheck
24229	20120109	2153	11	FEW007 BKN028 OVC037	8	FEW	BKN	OVC	 	3	#NAME?	42	5.6	93	3	 	0.08	 	1/9/12	2153
24229	20120109	2253	11	FEW007 BKN032 OVC037	8	FEW	BKN	OVC	 	3	#NAME?	43	6.1	96	7	 	0.08	 	1/9/12	2253
24229	20120109	2353	11	FEW007 OVC037	8	FEW	OVC	0	 	10	#NAME?	43	6.1	89	8	 	0.03	 	1/9/12	2353
24229	20120110	53	11	FEW007 SCT040 OVC055	8	FEW	SCT	OVC	 	10	 	43	6.1	89	0	 	0.01	 	1/10/12	53
24229	20120110	153	11	FEW075 OVC090	8	FEW	OVC	0	 	10	 	42	5.6	86	3	 	 	 	1/10/12	153
24229	20120110	253	11	FEW090 SCT250	4	FEW	SCT	0	 	10	 	40	4.4	86	5	 	 	 	1/10/12	253
24229	20120110	353	11	SCT090 SCT250	4	SCT	SCT	0	 	10	 	38	3.3	89	3	 	 	 	1/10/12	353
24229	20120110	453	11	SCT035	4	SCT	0	0	 	10	 	37	2.8	89	0	 	 	 	1/10/12	453
24229	20120110	553	11	SCT035 SCT250	4	SCT	SCT	0	 	10	 	34	1.1	92	3	 	 	 	1/10/12	553
24229	20120110	653	11	OVC040	8	OVC	0	0	 	10	 	34	1.1	96	0	 	 	 	1/10/12	653
24229	20120110	753	11	OVC038	8	OVC	0	0	 	10	 	38	3.3	86	0	 	 	 	1/10/12	753
24229	20120110	853	11	OVC038	8	OVC	0	0	 	10	 	38	3.3	93	3	 	 	 	1/10/12	853
24229	20120110	953	11	OVC042	8	OVC	0	0	 	10	 	40	4.4	89	0	 	 	 	1/10/12	953
24229	20120110	1053	11	OVC040	8	OVC	0	0	 	10	 	43	6.1	73	0	 	 	 	1/10/12	1053
24229	20120110	1153	11	OVC042	8	OVC	0	0	 	10	 	44	6.7	71	0	 	 	 	1/10/12	1153
24229	20120110	1253	11	BKN040	6	BKN	0	0	 	10	 	44	6.7	63	6	 	 	 	1/10/12	1253
24229	20120110	1353	11	BKN042	6	BKN	0	0	 	10	 	44	6.7	60	5	 	0.01	 	1/10/12	1353
24229	20120110	1453	11	SCT034 BKN043	6	SCT	BKN	0	 	10	 	45	7.2	58	5	 	 	 	1/10/12	1453
24229	20120110	1553	11	FEW037 SCT048 SCT200	4	FEW	SCT	SCT	 	10	 	44	6.7	60	0	 	 	 	1/10/12	1553
24229	20120110	1653	11	FEW040 SCT200	4	FEW	SCT	0	 	10	 	42	5.6	68	3	 	 	 	1/10/12	1653
24229	20120110	1753	11	FEW040	2	FEW	0	0	 	10	 	35	1.7	82	0	 	 	 	1/10/12	1753
24229	20120110	1853	11	FEW035	2	FEW	0	0	 	10	 	37	2.8	82	0	 	 	 	1/10/12	1853
24229	20120110	1953	11	FEW030	2	FEW	0	0	 	10	 	33	0.6	89	0	 	 	 	1/10/12	1953
24229	20120110	2053	11	CLR	0	CLR	0	0	 	10	 	36	2.2	89	0	 	 	 	1/10/12	2053
24229	20120110	2153	11	CLR	0	CLR	0	0	 	9	 	31	-0.6	92	0	 	 	 	1/10/12	2153
24229	20120110	2253	11	FEW250	2	FEW	0	0	 	9	 	31	-0.6	92	0	 	 	 	1/10/12	2253
24229	20120110	2353	11	CLR	0	CLR	0	0	 	10	 	33	0.6	92	3	 	 	 	1/10/12	2353
24229	20120111	53	11	CLR	0	CLR	0	0	 	10	 	30	-1.1	89	0	 	 	 	1/11/12	53
24229	20120111	153	11	CLR	0	CLR	0	0	 	10	 	34	1.1	79	6	 	 	 	1/11/12	153
24229	20120111	253	11	CLR	0	CLR	0	0	 	10	 	37	2.8	52	16	 	 	 	1/11/12	253
24229	20120111	353	11	CLR	0	CLR	0	0	 	10	 	35	1.7	64	6	 	 	 	1/11/12	353
24229	20120111	453	11	FEW250	2	FEW	0	0	 	10	 	39	3.9	38	21	 	 	 	1/11/12	453
24229	20120111	553	11	BKN250	6	BKN	0	0	 	10	 	38	3.3	39	17	 	 	 	1/11/12	553
24229	20120111	653	11	BKN250	6	BKN	0	0	 	10	 	39	3.9	36	21	 	 	 	1/11/12	653
24229	20120111	753	11	OVC200	8	OVC	0	0	 	10	 	39	3.9	34	20	 	 	 	1/11/12	753
24229	20120111	853	11	BKN200	6	BKN	0	0	 	10	 	39	3.9	41	7	 	 	 	1/11/12	853
24229	20120111	953	11	BKN200	6	BKN	0	0	 	10	 	41	5	32	23	 	 	 	1/11/12	953
24229	20120111	1053	11	BKN200	6	BKN	0	0	 	10	 	43	6.1	35	7	 	 	 	1/11/12	1053
24229	20120111	1153	11	SCT200	4	SCT	0	0	 	10	 	45	7.2	29	26	 	 	 	1/11/12	1153
24229	20120111	1253	11	FEW200	2	FEW	0	0	 	10	 	46	7.8	27	24	 	 	 	1/11/12	1253
24229	20120111	1353	11	FEW200	2	FEW	0	0	 	10	 	46	7.8	26	26	 	 	 	1/11/12	1353
24229	20120111	1453	11	FEW200	2	FEW	0	0	 	10	 	45	7.2	27	18	 	 	 	1/11/12	1453
24229	20120111	1553	11	FEW200	2	FEW	0	0	 	10	 	43	6.1	28	22	 	 	 	1/11/12	1553
24229	20120111	1653	11	FEW200	2	FEW	0	0	 	10	 	40	4.4	33	18	 	 	 	1/11/12	1653
24229	20120111	1753	11	CLR	0	CLR	0	0	 	10	 	40	4.4	30	17	 	 	 	1/11/12	1753
24229	20120111	1853	11	CLR	0	CLR	0	0	 	10	 	38	3.3	37	8	 	 	 	1/11/12	1853
24229	20120111	1953	11	CLR	0	CLR	0	0	 	10	 	38	3.3	41	5	 	 	 	1/11/12	1953
24229	20120111	2053	11	CLR	0	CLR	0	0	 	10	 	36	2.2	48	5	 	 	 	1/11/12	2053
24229	20120111	2153	11	CLR	0	CLR	0	0	 	10	 	36	2.2	44	0	 	 	 	1/11/12	2153
24229	20120111	2253	11	CLR	0	CLR	0	0	 	10	 	37	2.8	39	5	 	 	 	1/11/12	2253
24229	20120111	2353	11	FEW250	2	FEW	0	0	 	10	 	32	0	64	3	 	 	 	1/11/12	2353
24229	20120112	53	11	FEW250	2	FEW	0	0	 	10	 	33	0.6	64	0	 	 	 	1/12/12	53
24229	20120112	153	11	FEW250	2	FEW	0	0	 	10	 	30	-1.1	69	3	 	 	 	1/12/12	153
24229	20120112	253	11	FEW250	2	FEW	0	0	 	10	 	31	-0.6	75	5	 	 	 	1/12/12	253
24229	20120112	353	11	FEW250	2	FEW	0	0	 	10	 	28	-2.2	85	3	 	 	 	1/12/12	353
24229	20120112	453	11	FEW250	2	FEW	0	0	 	10	 	27	-2.8	81	0	 	 	 	1/12/12	453
24229	20120112	553	11	FEW250	2	FEW	0	0	 	10	 	30	-1.1	75	5	 	 	 	1/12/12	553
24229	20120112	653	11	FEW250	2	FEW	0	0	 	10	 	29	-1.7	78	0	 	 	 	1/12/12	653
24229	20120112	753	11	SCT250	4	SCT	0	0	 	10	 	32	0	69	0	 	 	 	1/12/12	753
24229	20120112	853	11	BKN250	6	BKN	0	0	 	10	 	32	0	67	0	 	 	 	1/12/12	853
24229	20120112	953	11	BKN250	6	BKN	0	0	 	10	 	34	1.1	70	5	 	 	 	1/12/12	953
24229	20120112	1053	11	CLR	0	CLR	0	0	 	10	 	38	3.3	50	3	 	 	 	1/12/12	1053
24229	20120112	1153	11	SCT250	4	SCT	0	0	 	10	 	40	4.4	51	5	 	 	 	1/12/12	1153
24229	20120112	1253	11	BKN250	6	BKN	0	0	 	10	 	42	5.6	45	5	 	 	 	1/12/12	1253
24229	20120112	1353	11	SCT250	4	SCT	0	0	 	10	 	44	6.7	40	9	 	 	 	1/12/12	1353
24229	20120112	1453	11	FEW150 SCT250	4	FEW	SCT	0	 	10	 	43	6.1	40	17	 	 	 	1/12/12	1453
24229	20120112	1553	11	SCT150 SCT250	4	SCT	SCT	0	 	10	 	41	5	43	10	 	 	 	1/12/12	1553
24229	20120112	1653	11	FEW150 SCT250	4	FEW	SCT	0	 	10	 	39	3.9	48	13	 	 	 	1/12/12	1653
24229	20120112	1753	11	FEW150 SCT250	4	FEW	SCT	0	 	10	 	37	2.8	50	7	 	 	 	1/12/12	1753
24229	20120112	1853	11	BKN150 BKN250	6	BKN	BKN	0	 	10	 	37	2.8	52	6	 	 	 	1/12/12	1853
24229	20120112	1953	11	BKN150	6	BKN	0	0	 	10	 	36	2.2	57	6	 	 	 	1/12/12	1953
24229	20120112	2053	11	OVC150	8	OVC	0	0	 	10	 	36	2.2	57	5	 	 	 	1/12/12	2053
24229	20120112	2153	11	SCT150	4	SCT	0	0	 	10	 	35	1.7	59	6	 	 	 	1/12/12	2153
24229	20120112	2253	11	SCT150	4	SCT	0	0	 	10	 	35	1.7	59	3	 	 	 	1/12/12	2253
24229	20120112	2353	11	SCT200	4	SCT	0	0	 	10	 	34	1.1	70	0	 	 	 	1/12/12	2353
24229	20120113	53	11	FEW200	2	FEW	0	0	 	10	 	30	-1.1	78	3	 	 	 	1/13/12	53
24229	20120113	153	11	BKN150	6	BKN	0	0	 	10	 	30	-1.1	78	0	 	 	 	1/13/12	153
24229	20120113	253	11	BKN150	6	BKN	0	0	 	10	 	29	-1.7	82	0	 	 	 	1/13/12	253
24229	20120113	353	11	SCT150	4	SCT	0	0	 	10	 	29	-1.7	82	0	 	 	 	1/13/12	353
24229	20120113	453	11	FEW150	2	FEW	0	0	 	10	 	28	-2.2	85	0	 	 	 	1/13/12	453
24229	20120113	553	11	SCT150	4	SCT	0	0	 	10	 	28	-2.2	85	0	 	 	 	1/13/12	553
24229	20120113	653	11	SCT150	4	SCT	0	0	 	10	 	29	-1.7	85	0	 	 	 	1/13/12	653
24229	20120113	753	11	FEW150 SCT250	4	FEW	SCT	0	 	10	 	27	-2.8	85	0	 	 	 	1/13/12	753
24229	20120113	853	11	FEW150 BKN250	6	FEW	BKN	0	 	8	 	32	0	89	0	 	 	 	1/13/12	853
24229	20120113	953	11	FEW150 BKN250	6	FEW	BKN	0	 	10	 	35	1.7	79	0	 	 	 	1/13/12	953
24229	20120113	1053	11	FEW150 BKN250	6	FEW	BKN	0	 	10	 	36	2.2	70	0	 	 	 	1/13/12	1053
24229	20120113	1153	11	BKN250	6	BKN	0	0	 	10	 	38	3.3	67	0	 	 	 	1/13/12	1153
24229	20120113	1253	11	BKN250	6	BKN	0	0	 	10	 	40	4.4	62	0	 	 	 	1/13/12	1253
24229	20120113	1353	11	BKN250	6	BKN	0	0	 	10	 	42	5.6	55	0	 	 	 	1/13/12	1353
24229	20120113	1453	11	FEW150 BKN250	6	FEW	BKN	0	 	10	 	43	6.1	49	0	 	 	 	1/13/12	1453
24229	20120113	1553	11	BKN140 BKN250	6	BKN	BKN	0	 	10	 	42	5.6	49	11	 	 	 	1/13/12	1553
24229	20120113	1653	11	BKN140 OVC250	8	BKN	OVC	0	 	10	 	41	5	53	10	 	 	 	1/13/12	1653
24229	20120113	1753	11	OVC130	8	OVC	0	0	 	10	 	40	4.4	53	8	 	 	 	1/13/12	1753
24229	20120113	1853	11	BKN130 BKN250	6	BKN	BKN	0	 	10	 	40	4.4	53	10	 	 	 	1/13/12	1853
24229	20120113	1953	11	BKN130 OVC250	8	BKN	OVC	0	 	10	 	38	3.3	62	10	 	 	 	1/13/12	1953
24229	20120113	2053	11	BKN130 BKN250	6	BKN	BKN	0	 	10	 	39	3.9	57	13	 	 	 	1/13/12	2053
24229	20120113	2153	11	BKN130 OVC250	8	BKN	OVC	0	 	10	 	38	3.3	57	14	 	 	 	1/13/12	2153
24229	20120113	2253	11	OVC150	8	OVC	0	0	 	10	 	36	2.2	64	7	 	 	 	1/13/12	2253
24229	20120113	2353	11	OVC150	8	OVC	0	0	 	10	 	36	2.2	67	9	 	 	 	1/13/12	2353
24229	20120114	53	11	OVC150	8	OVC	0	0	 	10	 	36	2.2	64	8	 	 	 	1/14/12	53
24229	20120114	153	11	BKN150	6	BKN	0	0	 	10	 	35	1.7	70	5	 	 	 	1/14/12	153
24229	20120114	253	11	BKN150	6	BKN	0	0	 	10	 	35	1.7	70	10	 	 	 	1/14/12	253
24229	20120114	353	11	OVC150	8	OVC	0	0	 	10	 	35	1.7	73	0	 	 	 	1/14/12	353
24229	20120114	453	11	OVC150	8	OVC	0	0	 	10	 	33	0.6	79	9	 	 	 	1/14/12	453
24229	20120114	553	11	OVC150	8	OVC	0	0	 	10	 	34	1.1	79	0	 	 	 	1/14/12	553
24229	20120114	653	11	OVC150	8	OVC	0	0	 	10	 	34	1.1	79	3	 	 	 	1/14/12	653
24229	20120114	753	11	OVC100	8	OVC	0	0	 	10	 	36	2.2	79	11	 	 	 	1/14/12	753
24229	20120114	853	11	BKN039 OVC047	8	BKN	OVC	0	 	10	 	40	4.4	73	7	 	 	 	1/14/12	853
24229	20120114	953	11	BKN033 OVC042	8	BKN	OVC	0	 	10	 	44	6.7	74	11	 	  T	 	1/14/12	953
24229	20120114	1053	11	OVC016	8	OVC	0	0	 	6	BR	44	6.7	83	11	 	 	 	1/14/12	1053
24229	20120114	1153	11	BKN014 BKN027 OVC050	8	BKN	BKN	OVC	 	2.5	#NAME?	44	6.7	89	11	 	0.02	 	1/14/12	1153
24229	20120114	1253	11	BKN014 BKN026 OVC039	8	BKN	BKN	OVC	 	2.5	RA BR	42	5.6	89	9	 	0.06	 	1/14/12	1253
24229	20120114	1353	11	SCT014 BKN021 OVC026	8	SCT	BKN	OVC	 	2.5	#NAME?	42	5.6	89	6	 	0.04	 	1/14/12	1353
24229	20120114	1453	11	FEW018 SCT031 OVC060	8	FEW	SCT	OVC	 	10	 	42	5.6	79	7	 	0.01	 	1/14/12	1453
24229	20120114	1553	11	FEW018 BKN038 BKN055	6	FEW	BKN	BKN	 	10	#NAME?	41	5	76	9	 	  T	 	1/14/12	1553
24229	20120114	1653	11	FEW020 SCT035 BKN047	6	FEW	SCT	BKN	 	10	 	39	3.9	79	6	 	  T	 	1/14/12	1653
24229	20120114	1753	11	FEW030 SCT045	4	FEW	SCT	0	 	10	 	36	2.2	85	5	 	 	 	1/14/12	1753
24229	20120114	1853	11	FEW045 OVC095	8	FEW	OVC	0	 	10	 	37	2.8	86	6	 	 	 	1/14/12	1853
24229	20120114	1953	11	BKN060 BKN075 OVC090	8	BKN	BKN	OVC	 	10	 	38	3.3	73	10	 	 	 	1/14/12	1953
24229	20120114	2053	11	BKN050 BKN060 OVC090	8	BKN	BKN	OVC	 	10	 	37	2.8	79	6	 	 	 	1/14/12	2053
24229	20120114	2153	11	BKN040 BKN048 OVC055	8	BKN	BKN	OVC	 	10	#NAME?	37	2.8	82	9	 	  T	 	1/14/12	2153
24229	20120114	2253	11	SCT017 SCT028 OVC055	8	SCT	SCT	OVC	 	10	 	37	2.8	82	10	 	  T	 	1/14/12	2253
24229	20120114	2353	11	FEW028 BKN050 OVC090	8	FEW	BKN	OVC	 	10	#NAME?	36	2.2	85	9	 	  T	 	1/14/12	2353
24229	20120115	53	11	FEW028 BKN080 OVC100	8	FEW	BKN	OVC	 	10	 	36	2.2	82	5	 	  T	 	1/15/12	53
24229	20120115	153	11	FEW013 BKN080 OVC100	8	FEW	BKN	OVC	 	10	 	36	2.2	82	0	 	 	 	1/15/12	153
24229	20120115	253	11	FEW013 SCT080 BKN120	6	FEW	SCT	BKN	 	10	 	34	1.1	85	6	 	 	 	1/15/12	253
24229	20120115	353	11	FEW013 BKN046 OVC055	8	FEW	BKN	OVC	 	10	#NAME?	35	1.7	85	0	 	  T	 	1/15/12	353
24229	20120115	453	11	FEW013 SCT025 OVC046	8	FEW	SCT	OVC	 	9	#NAME?	34	1.1	89	9	 	  T	 	1/15/12	453
24229	20120115	553	11	FEW016 BKN036 BKN060	6	FEW	BKN	BKN	 	9	 	34	1.1	89	6	 	  T	 	1/15/12	553
24229	20120115	653	11	BKN012 OVC055	8	BKN	OVC	0	 	10	 	35	1.7	85	13	 	 	 	1/15/12	653
24229	20120115	753	11	SCT012 BKN048 OVC070	8	SCT	BKN	OVC	 	7	#NAME?	35	1.7	85	14	 	  T	 	1/15/12	753
24229	20120115	853	11	BKN012 BKN020 OVC060	8	BKN	BKN	OVC	 	7	#NAME?	34	1.1	92	3	 	  T	 	1/15/12	853
24229	20120115	953	11	BKN014 OVC060	8	BKN	OVC	0	 	10	 	36	2.2	85	9	 	  T	 	1/15/12	953
24229	20120115	1053	11	SCT014 BKN080 BKN250	6	SCT	BKN	BKN	 	10	 	37	2.8	82	11	 	 	 	1/15/12	1053
24229	20120115	1153	11	SCT008 BKN048 BKN080	6	SCT	BKN	BKN	 	10	 	37	2.8	79	11	 	 	 	1/15/12	1153
24229	20120115	1253	11	BKN023 BKN040 OVC055	8	BKN	BKN	OVC	 	10	 	38	3.3	76	8	 	 	 	1/15/12	1253
24229	20120115	1353	11	SCT012 SCT065 BKN110	6	SCT	SCT	BKN	 	10	 	37	2.8	86	8	 	 	 	1/15/12	1353
24229	20120115	1453	11	SCT060 BKN085 BKN110	6	SCT	BKN	BKN	 	10	 	38	3.3	79	13	 	 	 	1/15/12	1453
24229	20120115	1553	11	FEW010 SCT021 BKN035	6	FEW	SCT	BKN	 	10	 	36	2.2	89	8	 	  T	 	1/15/12	1553
24229	20120115	1653	11	SCT015 BKN024 BKN095	6	SCT	BKN	BKN	 	10	 	36	2.2	85	3	 	 	 	1/15/12	1653
24229	20120115	1753	11	BKN019 BKN025 OVC045	8	BKN	BKN	OVC	 	10	 	36	2.2	85	5	 	 	 	1/15/12	1753
24229	20120115	1853	11	SCT015 BKN041 BKN050	6	SCT	BKN	BKN	 	10	 	35	1.7	85	6	 	 	 	1/15/12	1853
24229	20120115	1953	11	FEW017 SCT022 BKN036	6	FEW	SCT	BKN	 	10	 	34	1.1	85	3	 	 	 	1/15/12	1953
24229	20120115	2053	11	BKN030 BKN046	6	BKN	BKN	0	 	10	 	33	0.6	89	7	 	 	 	1/15/12	2053
24229	20120115	2153	11	BKN031	6	BKN	0	0	 	10	 	33	0.6	85	0	 	 	 	1/15/12	2153
24229	20120115	2253	11	SCT030	4	SCT	0	0	 	10	 	31	-0.6	89	8	 	 	 	1/15/12	2253
24229	20120115	2353	11	FEW100	2	FEW	0	0	 	10	 	31	-0.6	89	0	 	 	 	1/15/12	2353
24229	20120116	53	11	FEW010 SCT120	4	FEW	SCT	0	 	10	 	31	-0.6	89	3	 	 	 	1/16/12	53
24229	20120116	153	11	FEW010 BKN050 BKN120	6	FEW	BKN	BKN	 	10	 	31	-0.6	89	0	 	 	 	1/16/12	153
24229	20120116	253	11	FEW007 BKN034 OVC045	8	FEW	BKN	OVC	 	10	#NAME?	32	0	89	5	 	  T	 	1/16/12	253
24229	20120116	353	11	FEW007 BKN050 OVC065	8	FEW	BKN	OVC	 	9	 	32	0	89	8	 	  T	 	1/16/12	353
24229	20120116	453	11	FEW007 SCT021 OVC055	8	FEW	SCT	OVC	 	10	 	32	0	92	6	 	 	 	1/16/12	453
24229	20120116	553	11	FEW007 BKN013 OVC055	8	FEW	BKN	OVC	 	10	 	32	0	89	7	 	 	 	1/16/12	553
24229	20120116	653	11	FEW008 OVC011	8	FEW	OVC	0	 	10	 	33	0.6	85	3	 	 	 	1/16/12	653
24229	20120116	753	11	FEW008 BKN011 OVC065	8	FEW	BKN	OVC	 	9	#NAME?	32	0	89	7	 	  T	 	1/16/12	753
24229	20120116	853	11	FEW008 BKN011 BKN065	6	FEW	BKN	BKN	 	9	 	33	0.6	85	10	 	  T	 	1/16/12	853
24229	20120116	953	11	SCT008 BKN070 BKN120	6	SCT	BKN	BKN	 	10	 	34	1.1	85	9	 	 	 	1/16/12	953
24229	20120116	1053	11	FEW008 SCT070 BKN110	6	FEW	SCT	BKN	 	10	 	37	2.8	73	16	 	 	 	1/16/12	1053
24229	20120116	1153	11	FEW008 BKN065 OVC110	8	FEW	BKN	OVC	 	10	 	38	3.3	73	11	 	 	 	1/16/12	1153
24229	20120116	1253	11	FEW008 BKN055 OVC070	8	FEW	BKN	OVC	 	10	 	38	3.3	73	16	 	 	 	1/16/12	1253
24229	20120116	1353	11	BKN023 OVC055	8	BKN	OVC	0	 	10	 	38	3.3	73	16	 	 	 	1/16/12	1353
24229	20120116	1453	11	BKN009 BKN018 OVC023	8	BKN	BKN	OVC	 	4	#NAME?	36	2.2	85	13	 	0.02	 	1/16/12	1453
24229	20120116	1553	11	BKN009 BKN018 OVC032	8	BKN	BKN	OVC	 	5	#NAME?	36	2.2	89	11	 	0.03	 	1/16/12	1553
24229	20120116	1653	11	SCT009 BKN015 OVC032	8	SCT	BKN	OVC	 	7	#NAME?	36	2.2	85	15	 	  T	 	1/16/12	1653
24229	20120116	1753	11	FEW009 SCT015 OVC044	8	FEW	SCT	OVC	 	7	#NAME?	35	1.7	89	15	 	0.01	 	1/16/12	1753
24229	20120116	1853	11	FEW009 BKN013 BKN027	6	FEW	BKN	BKN	 	10	 	36	2.2	85	16	 	  T	 	1/16/12	1853
24229	20120116	1953	11	FEW009 BKN013 BKN045	6	FEW	BKN	BKN	 	10	 	36	2.2	89	18	 	 	 	1/16/12	1953
24229	20120116	2053	11	FEW009 BKN013 OVC033	8	FEW	BKN	OVC	 	10	#NAME?	36	2.2	89	11	 	0.01	 	1/16/12	2053
24229	20120116	2153	11	FEW009 BKN013 OVC045	8	FEW	BKN	OVC	 	10	#NAME?	37	2.8	86	17	 	  T	 	1/16/12	2153
24229	20120116	2253	11	FEW009 BKN013 OVC045	8	FEW	BKN	OVC	 	10	 	37	2.8	86	13	 	  T	 	1/16/12	2253
24229	20120116	2353	11	SCT013 OVC028	8	SCT	OVC	0	 	10	#NAME?	36	2.2	89	15	 	0.01	 	1/16/12	2353
24229	20120117	53	11	BKN013 BKN028 OVC043	8	BKN	BKN	OVC	 	10	 	37	2.8	86	15	 	  T	 	1/17/12	53
24229	20120117	153	11	OVC013	8	OVC	0	0	 	10	#NAME?	37	2.8	86	14	 	  T	 	1/17/12	153
24229	20120117	253	11	OVC013	8	OVC	0	0	 	10	#NAME?	37	2.8	86	11	 	  T	 	1/17/12	253
24229	20120117	353	11	BKN013 OVC030	8	BKN	OVC	0	 	7	RA	36	2.2	89	14	 	0.05	 	1/17/12	353
24229	20120117	453	11	BKN013 BKN026 OVC040	8	BKN	BKN	OVC	 	10	#NAME?	37	2.8	86	17	 	0.04	 	1/17/12	453
24229	20120117	553	11	BKN013 BKN030 OVC040	8	BKN	BKN	OVC	 	4	#NAME?	35	1.7	89	20	 	0.01	 	1/17/12	553
24229	20120117	653	11	BKN012 BKN040 OVC080	8	BKN	BKN	OVC	 	10	#NAME?	36	2.2	85	15	 	0.02	 	1/17/12	653
24229	20120117	753	11	SCT012 OVC041	8	SCT	OVC	0	 	10	#NAME?	35	1.7	89	14	 	  T	 	1/17/12	753
24229	20120117	853	11	FEW008 BKN043 OVC100	8	FEW	BKN	OVC	 	7	#NAME?	36	2.2	89	16	 	0.03	 	1/17/12	853
24229	20120117	953	11	BKN025 BKN055 OVC110	8	BKN	BKN	OVC	 	3	#NAME?	36	2.2	89	17	 	0.02	 	1/17/12	953
24229	20120117	1053	11	SCT012 BKN028	6	SCT	BKN	0	 	7	#NAME?	37	2.8	89	17	 	0.01	 	1/17/12	1053
24229	20120117	1153	11	SCT012 BKN030 OVC110	8	SCT	BKN	OVC	 	7	#NAME?	37	2.8	93	10	 	0.02	 	1/17/12	1153
24229	20120117	1253	11	BKN012 BKN028 OVC040	8	BKN	BKN	OVC	 	10	 	39	3.9	89	8	 	  T	 	1/17/12	1253
24229	20120117	1353	11	BKN012 BKN024 OVC030	8	BKN	BKN	OVC	 	10	#NAME?	39	3.9	89	10	 	0.01	 	1/17/12	1353
24229	20120117	1453	11	SCT012 BKN030 OVC060	8	SCT	BKN	OVC	 	10	#NAME?	37	2.8	93	14	 	0.01	 	1/17/12	1453
24229	20120117	1553	11	FEW010 BKN022 OVC060	8	FEW	BKN	OVC	 	10	#NAME?	38	3.3	89	8	 	0.01	 	1/17/12	1553
24229	20120117	1653	11	SCT010 OVC020	8	SCT	OVC	0	 	10	#NAME?	38	3.3	93	3	 	0.01	 	1/17/12	1653
24229	20120117	1753	11	BKN010 OVC020	8	BKN	OVC	0	 	4	#NAME?	37	2.8	93	5	 	0.02	 	1/17/12	1753
24229	20120117	1853	11	BKN010 OVC013	8	BKN	OVC	0	 	9	#NAME?	37	2.8	93	0	 	0.02	 	1/17/12	1853
24229	20120117	1953	11	SCT010 BKN013 OVC018	8	SCT	BKN	OVC	 	4	#NAME?	36	2.2	96	0	 	0.04	 	1/17/12	1953
24229	20120117	2053	11	BKN006 OVC013	8	BKN	OVC	0	 	2	#NAME?	34	1.1	92	3	 	0.06	 	1/17/12	2053
24229	20120117	2153	11	BKN006 OVC011	8	BKN	OVC	0	 	0.75	#NAME?	32	0	100	0	 	0.05	 	1/17/12	2153
24229	20120117	2253	11	VV005	8	VV0	0	0	 	0.5	SN	32	0	100	0	 	0.09	 	1/17/12	2253
24229	20120117	2353	11	VV004	8	VV0	0	0	 	0.5	#NAME?	32	0	96	6	 	0.07	 	1/17/12	2353
24229	20120118	53	11	VV004	8	VV0	0	0	 	0.5	#NAME?	32	0	96	7	 	0.11	 	1/18/12	53
24229	20120118	153	11	SCT004 OVC007	8	SCT	OVC	0	 	0.5	#NAME?	33	0.6	96	7	 	0.08	 	1/18/12	153
24229	20120118	253	11	SCT004 BKN007 OVC012	8	SCT	BKN	OVC	 	0.5	#NAME?	33	0.6	96	9	 	0.1	 	1/18/12	253
24229	20120118	353	11	FEW007 OVC012	8	FEW	OVC	0	 	3	RASN BR	34	1.1	96	9	 	0.08	 	1/18/12	353
24229	20120118	453	11	SCT012 OVC021	8	SCT	OVC	0	 	3	RA BR	36	2.2	92	13	 	0.15	 	1/18/12	453
24229	20120118	553	11	SCT007 OVC016	8	SCT	OVC	0	 	5	RA BR	35	1.7	96	9	 	0.1	 	1/18/12	553
24229	20120118	653	11	SCT007 OVC014	8	SCT	OVC	0	 	7	RA	35	1.7	96	15	 	0.1	 	1/18/12	653
24229	20120118	753	11	FEW007 OVC018	8	FEW	OVC	0	 	10	RA	35	1.7	96	16	 	0.16	 	1/18/12	753
24229	20120118	853	11	OVC014	8	OVC	0	0	 	4	#NAME?	35	1.7	96	14	 	0.05	 	1/18/12	853
24229	20120118	953	11	OVC010	8	OVC	0	0	 	3	#NAME?	37	2.8	100	15	 	0.04	 	1/18/12	953
24229	20120118	1053	11	OVC010	8	OVC	0	0	 	7	#NAME?	41	5	96	11	 	0.01	 	1/18/12	1053
24229	20120118	1153	11	OVC010	8	OVC	0	0	 	10	#NAME?	45	7.2	93	11	 	0.01	 	1/18/12	1153
24229	20120118	1253	11	OVC012	8	OVC	0	0	 	10	#NAME?	49	9.4	93	11	 	  T	 	1/18/12	1253
24229	20120118	1353	11	OVC012	8	OVC	0	0	 	10	 	51	10.6	90	14	 	  T	 	1/18/12	1353
24229	20120118	1453	11	OVC013	8	OVC	0	0	 	10	 	52	11.1	86	13	 	 	 	1/18/12	1453
24229	20120118	1553	11	OVC014	8	OVC	0	0	 	10	 	52	11.1	86	15	 	 	 	1/18/12	1553
24229	20120118	1653	11	OVC014	8	OVC	0	0	 	10	 	52	11.1	83	14	 	 	 	1/18/12	1653
24229	20120118	1753	11	OVC015	8	OVC	0	0	 	10	 	53	11.7	80	9	 	 	 	1/18/12	1753
24229	20120118	1853	11	OVC013	8	OVC	0	0	 	10	 	52	11.1	83	7	 	 	 	1/18/12	1853
