WBAN,Date,Time,StationType,SkyCondition,ConvertSky,SC1,SC2,SC3,Year,Month,Day,Hour,RealDate,TimeCheck
24229,20120127,1553,11,SCT250,4,SCT,0,0,2012,1,27,16,1/27/2012,1553
24229,20120127,1653,11,FEW160 SCT250,4,FEW,SCT,0,2012,1,27,17,1/27/2012,1653
24229,20120127,1753,11,FEW160 SCT250,4,FEW,SCT,0,2012,1,27,18,1/27/2012,1753
24229,20120127,1853,11,FEW250,2,FEW,0,0,2012,1,27,19,1/27/2012,1853
24229,20120127,1953,11,FEW250,2,FEW,0,0,2012,1,27,20,1/27/2012,1953
24229,20120127,2053,11,CLR,0,CLR,0,0,2012,1,27,21,1/27/2012,2053
24229,20120127,2153,11,FEW250,2,FEW,0,0,2012,1,27,22,1/27/2012,2153
24229,20120127,2253,11,FEW002,2,FEW,0,0,2012,1,27,23,1/27/2012,2253
24229,20120127,2353,11,FEW002 BKN150,6,FEW,BKN,0,2012,1,27,24,1/27/2012,2353
24229,20120128,53,11,FEW002 BKN150,6,FEW,BKN,0,2012,1,28,1,1/28/2012,53
24229,20120128,153,11,BKN150,6,BKN,0,0,2012,1,28,2,1/28/2012,153
24229,20120128,253,11,SCT080 OVC100,8,SCT,OVC,0,2012,1,28,3,1/28/2012,253
24229,20120128,353,11,BKN070 OVC110,8,BKN,OVC,0,2012,1,28,4,1/28/2012,353
24229,20120128,453,11,BKN110 OVC150,8,BKN,OVC,0,2012,1,28,5,1/28/2012,453
24229,20120128,553,11,SCT110 OVC150,8,SCT,OVC,0,2012,1,28,6,1/28/2012,553
24229,20120128,653,11,BKN150,6,BKN,0,0,2012,1,28,7,1/28/2012,653
24229,20120128,753,11,SCT110 OVC150,8,SCT,OVC,0,2012,1,28,8,1/28/2012,753
24229,20120128,853,11,FEW100 OVC150,8,FEW,OVC,0,2012,1,28,9,1/28/2012,853
24229,20120128,953,11,FEW100 OVC150,8,FEW,OVC,0,2012,1,28,10,1/28/2012,953
24229,20120128,1053,11,FEW100 OVC150,8,FEW,OVC,0,2012,1,28,11,1/28/2012,1053
24229,20120128,1153,11,FEW090 BKN150,6,FEW,BKN,0,2012,1,28,12,1/28/2012,1153
24229,20120128,1253,11,SCT150 OVC200,8,SCT,OVC,0,2012,1,28,13,1/28/2012,1253
24229,20120128,1353,11,BKN075 BKN200,6,BKN,BKN,0,2012,1,28,14,1/28/2012,1353
24229,20120128,1453,11,SCT075 OVC250,8,SCT,OVC,0,2012,1,28,15,1/28/2012,1453
24229,20120128,1553,11,FEW080 BKN250,6,FEW,BKN,0,2012,1,28,16,1/28/2012,1553
24229,20120128,1653,11,FEW070 BKN250,6,FEW,BKN,0,2012,1,28,17,1/28/2012,1653
24229,20120128,1753,11,FEW070 BKN250,6,FEW,BKN,0,2012,1,28,18,1/28/2012,1753
24229,20120128,1853,11,FEW070 BKN250,6,FEW,BKN,0,2012,1,28,19,1/28/2012,1853
24229,20120128,1953,11,FEW070 OVC250,8,FEW,OVC,0,2012,1,28,20,1/28/2012,1953
24229,20120128,2053,11,FEW070 SCT130 OVC250,8,FEW,SCT,OVC,2012,1,28,21,1/28/2012,2053
24229,20120128,2153,11,FEW070 SCT130 OVC250,8,FEW,SCT,OVC,2012,1,28,22,1/28/2012,2153
24229,20120128,2253,11,SCT070 OVC150,8,SCT,OVC,0,2012,1,28,23,1/28/2012,2253
24229,20120128,2353,11,FEW110 OVC150,8,FEW,OVC,0,2012,1,28,24,1/28/2012,2353
24229,20120129,53,11,FEW110 OVC150,8,FEW,OVC,0,2012,1,29,1,1/29/2012,53
24229,20120129,153,11,OVC150,8,OVC,0,0,2012,1,29,2,1/29/2012,153
24229,20120129,253,11,OVC150,8,OVC,0,0,2012,1,29,3,1/29/2012,253
24229,20120129,353,11,OVC150,8,OVC,0,0,2012,1,29,4,1/29/2012,353
24229,20120129,453,11,BKN050 BKN120 OVC150,8,BKN,BKN,OVC,2012,1,29,5,1/29/2012,453
24229,20120129,553,11,FEW120 BKN150 OVC200,8,FEW,BKN,OVC,2012,1,29,6,1/29/2012,553
24229,20120129,653,11,BKN041 OVC110,8,BKN,OVC,0,2012,1,29,7,1/29/2012,653
24229,20120129,753,11,SCT050 BKN080 OVC095,8,SCT,BKN,OVC,2012,1,29,8,1/29/2012,753
24229,20120129,853,11,SCT040 BKN060 OVC090,8,SCT,BKN,OVC,2012,1,29,9,1/29/2012,853
24229,20120129,953,11,FEW040 BKN060 OVC085,8,FEW,BKN,OVC,2012,1,29,10,1/29/2012,953
24229,20120129,1053,11,FEW040 BKN060 OVC085,8,FEW,BKN,OVC,2012,1,29,11,1/29/2012,1053
24229,20120129,1153,11,SCT039 BKN050 OVC065,8,SCT,BKN,OVC,2012,1,29,12,1/29/2012,1153
24229,20120129,1253,11,BKN034 OVC050,8,BKN,OVC,0,2012,1,29,13,1/29/2012,1253
24229,20120129,1353,11,FEW035 BKN049 OVC060,8,FEW,BKN,OVC,2012,1,29,14,1/29/2012,1353
24229,20120129,1453,11,BKN027 BKN039 OVC070,8,BKN,BKN,OVC,2012,1,29,15,1/29/2012,1453
24229,20120129,1553,11,BKN025 OVC035,8,BKN,OVC,0,2012,1,29,16,1/29/2012,1553
24229,20120129,1653,11,FEW025 BKN035 OVC050,8,FEW,BKN,OVC,2012,1,29,17,1/29/2012,1653
24229,20120129,1753,11,SCT016 BKN045 OVC055,8,SCT,BKN,OVC,2012,1,29,18,1/29/2012,1753
24229,20120129,1853,11,FEW016 SCT026 OVC055,8,FEW,SCT,OVC,2012,1,29,19,1/29/2012,1853
24229,20120129,1953,11,FEW014 SCT020 OVC050,8,FEW,SCT,OVC,2012,1,29,20,1/29/2012,1953
24229,20120129,2053,11,BKN014 BKN042 OVC049,8,BKN,BKN,OVC,2012,1,29,21,1/29/2012,2053
24229,20120129,2153,11,SCT014 BKN044 OVC055,8,SCT,BKN,OVC,2012,1,29,22,1/29/2012,2153
24229,20120129,2253,11,FEW014 BKN060 OVC070,8,FEW,BKN,OVC,2012,1,29,23,1/29/2012,2253
24229,20120129,2353,11,FEW014 BKN080 OVC095,8,FEW,BKN,OVC,2012,1,29,24,1/29/2012,2353
24229,20120130,53,11,FEW014 BKN033 OVC070,8,FEW,BKN,OVC,2012,1,30,1,1/30/2012,53
24229,20120130,153,11,FEW014 SCT023 OVC080,8,FEW,SCT,OVC,2012,1,30,2,1/30/2012,153
24229,20120130,253,11,BKN023 BKN034 OVC110,8,BKN,BKN,OVC,2012,1,30,3,1/30/2012,253
24229,20120130,353,11,FEW023 SCT032 OVC041,8,FEW,SCT,OVC,2012,1,30,4,1/30/2012,353
24229,20120130,453,11,SCT032 OVC045,8,SCT,OVC,0,2012,1,30,5,1/30/2012,453
24229,20120130,553,11,SCT036 BKN045,6,SCT,BKN,0,2012,1,30,6,1/30/2012,553
24229,20120130,653,11,FEW025 SCT040 OVC055,8,FEW,SCT,OVC,2012,1,30,7,1/30/2012,653
24229,20120130,753,11,FEW025 SCT043 BKN055,6,FEW,SCT,BKN,2012,1,30,8,1/30/2012,753
24229,20120130,853,11,FEW012 SCT025 BKN047,6,FEW,SCT,BKN,2012,1,30,9,1/30/2012,853
24229,20120130,953,11,FEW014 BKN047,6,FEW,BKN,0,2012,1,30,10,1/30/2012,953
24229,20120130,1053,11,FEW015 BKN041,6,FEW,BKN,0,2012,1,30,11,1/30/2012,1053
24229,20120130,1153,11,SCT022 BKN030 BKN041,6,SCT,BKN,BKN,2012,1,30,12,1/30/2012,1153
24229,20120130,1253,11,BKN044,6,BKN,0,0,2012,1,30,13,1/30/2012,1253
24229,20120130,1353,11,BKN044 BKN200,6,BKN,BKN,0,2012,1,30,14,1/30/2012,1353
24229,20120130,1453,11,BKN032 BKN040 BKN200,6,BKN,BKN,BKN,2012,1,30,15,1/30/2012,1453
24229,20120130,1553,11,FEW025 OVC034,8,FEW,OVC,0,2012,1,30,16,1/30/2012,1553
24229,20120130,1653,11,SCT032 BKN050 BKN200,6,SCT,BKN,BKN,2012,1,30,17,1/30/2012,1653
24229,20120130,1753,11,FEW032 BKN045 OVC200,8,FEW,BKN,OVC,2012,1,30,18,1/30/2012,1753
24229,20120130,1853,11,FEW030 BKN045 BKN200,6,FEW,BKN,BKN,2012,1,30,19,1/30/2012,1853
24229,20120130,1953,11,SCT043 BKN200,6,SCT,BKN,0,2012,1,30,20,1/30/2012,1953
24229,20120130,2053,11,BKN041 BKN200,6,BKN,BKN,0,2012,1,30,21,1/30/2012,2053
24229,20120130,2153,11,BKN043 BKN200,6,BKN,BKN,0,2012,1,30,22,1/30/2012,2153
24229,20120130,2253,11,OVC042,8,OVC,0,0,2012,1,30,23,1/30/2012,2253
24229,20120130,2353,11,OVC032,8,OVC,0,0,2012,1,30,24,1/30/2012,2353
24229,20120131,53,11,SCT032 BKN040 OVC048,8,SCT,BKN,OVC,2012,1,31,1,1/31/2012,53
24229,20120131,153,11,BKN039 OVC048,8,BKN,OVC,0,2012,1,31,2,1/31/2012,153
24229,20120131,253,11,BKN039 OVC048,8,BKN,OVC,0,2012,1,31,3,1/31/2012,253
24229,20120131,353,11,OVC037,8,OVC,0,0,2012,1,31,4,1/31/2012,353
24229,20120131,453,11,OVC035,8,OVC,0,0,2012,1,31,5,1/31/2012,453
24229,20120131,553,11,OVC033,8,OVC,0,0,2012,1,31,6,1/31/2012,553
24229,20120131,653,11,OVC033,8,OVC,0,0,2012,1,31,7,1/31/2012,653
24229,20120131,753,11,FEW033 OVC042,8,FEW,OVC,0,2012,1,31,8,1/31/2012,753
24229,20120131,853,11,OVC037,8,OVC,0,0,2012,1,31,9,1/31/2012,853
24229,20120131,953,11,OVC037,8,OVC,0,0,2012,1,31,10,1/31/2012,953
24229,20120131,1053,11,BKN039,6,BKN,0,0,2012,1,31,11,1/31/2012,1053
24229,20120131,1153,11,OVC030,8,OVC,0,0,2012,1,31,12,1/31/2012,1153
24229,20120131,1253,11,SCT030 BKN200,6,SCT,BKN,0,2012,1,31,13,1/31/2012,1253
24229,20120131,1353,11,FEW030 OVC200,8,FEW,OVC,0,2012,1,31,14,1/31/2012,1353
24229,20120131,1453,11,FEW040 OVC200,8,FEW,OVC,0,2012,1,31,15,1/31/2012,1453
24229,20120131,1553,11,FEW035 SCT100 BKN150,6,FEW,SCT,BKN,2012,1,31,16,1/31/2012,1553
24229,20120131,1653,11,BKN090 BKN110 OVC150,8,BKN,BKN,OVC,2012,1,31,17,1/31/2012,1653
24229,20120131,1753,11,SCT075 OVC100,8,SCT,OVC,0,2012,1,31,18,1/31/2012,1753
24229,20120131,1853,11,BKN050 OVC065,8,BKN,OVC,0,2012,1,31,19,1/31/2012,1853
24229,20120131,1953,11,SCT060 OVC090,8,SCT,OVC,0,2012,1,31,20,1/31/2012,1953
24229,20120131,2053,11,FEW050 OVC070,8,FEW,OVC,0,2012,1,31,21,1/31/2012,2053
24229,20120131,2153,11,FEW070 BKN090 OVC150,8,FEW,BKN,OVC,2012,1,31,22,1/31/2012,2153
24229,20120131,2253,11,OVC090,8,OVC,0,0,2012,1,31,23,1/31/2012,2253
24229,20120131,2353,11,BKN090 BKN110,6,BKN,BKN,0,2012,1,31,24,1/31/2012,2353
24229,20120201,53,11,SCT039 OVC085,8,SCT,OVC,0,2012,2,1,1,2/1/2012,53
24229,20120201,153,11,FEW040 BKN060 OVC080,8,FEW,BKN,OVC,2012,2,1,2,2/1/2012,153
24229,20120201,253,11,SCT022 BKN041 OVC048,8,SCT,BKN,OVC,2012,2,1,3,2/1/2012,253
24229,20120201,353,11,BKN025 OVC035,8,BKN,OVC,0,2012,2,1,4,2/1/2012,353
24229,20120201,453,11,SCT015 BKN027 OVC037,8,SCT,BKN,OVC,2012,2,1,5,2/1/2012,453
24229,20120201,553,11,BKN014 BKN028 OVC085,8,BKN,BKN,OVC,2012,2,1,6,2/1/2012,553
24229,20120201,653,11,SCT019 BKN025 OVC035,8,SCT,BKN,OVC,2012,2,1,7,2/1/2012,653
24229,20120201,753,11,FEW019 BKN025 OVC033,8,FEW,BKN,OVC,2012,2,1,8,2/1/2012,753
24229,20120201,853,11,FEW025 SCT046,4,FEW,SCT,0,2012,2,1,9,2/1/2012,853
24229,20120201,953,11,FEW025 SCT045 SCT085,4,FEW,SCT,SCT,2012,2,1,10,2/1/2012,953
24229,20120201,1053,11,FEW045 BKN070,6,FEW,BKN,0,2012,2,1,11,2/1/2012,1053
24229,20120201,1153,11,BKN035 BKN070,6,BKN,BKN,0,2012,2,1,12,2/1/2012,1153
24229,20120201,1253,11,SCT035 BKN050 BKN070,6,SCT,BKN,BKN,2012,2,1,13,2/1/2012,1253
24229,20120201,1353,11,FEW035 SCT050 BKN070,6,FEW,SCT,BKN,2012,2,1,14,2/1/2012,1353
24229,20120201,1453,11,FEW035 BKN055 BKN200,6,FEW,BKN,BKN,2012,2,1,15,2/1/2012,1453
24229,20120201,1553,11,SCT047 BKN060 BKN200,6,SCT,BKN,BKN,2012,2,1,16,2/1/2012,1553
24229,20120201,1653,11,FEW040 SCT055 BKN200,6,FEW,SCT,BKN,2012,2,1,17,2/1/2012,1653
24229,20120201,1753,11,SCT050 BKN200,6,SCT,BKN,0,2012,2,1,18,2/1/2012,1753
24229,20120201,1853,11,FEW050 BKN200,6,FEW,BKN,0,2012,2,1,19,2/1/2012,1853
24229,20120201,1953,11,FEW049 SCT200,4,FEW,SCT,0,2012,2,1,20,2/1/2012,1953
24229,20120201,2053,11,FEW050,2,FEW,0,0,2012,2,1,21,2/1/2012,2053
24229,20120201,2153,11,SCT200,4,SCT,0,0,2012,2,1,22,2/1/2012,2153
24229,20120201,2253,11,BKN100 BKN200,6,BKN,BKN,0,2012,2,1,23,2/1/2012,2253
24229,20120201,2353,11,SCT085 BKN120 BKN200,6,SCT,BKN,BKN,2012,2,1,24,2/1/2012,2353
24229,20120202,53,11,FEW080 OVC120,8,FEW,OVC,0,2012,2,2,1,2/2/2012,53
24229,20120202,153,11,OVC100,8,OVC,0,0,2012,2,2,2,2/2/2012,153
24229,20120202,253,11,SCT090 BKN120,6,SCT,BKN,0,2012,2,2,3,2/2/2012,253
24229,20120202,353,11,BKN120,6,BKN,0,0,2012,2,2,4,2/2/2012,353
24229,20120202,453,11,BKN150,6,BKN,0,0,2012,2,2,5,2/2/2012,453
24229,20120202,553,11,FEW150,2,FEW,0,0,2012,2,2,6,2/2/2012,553
24229,20120202,653,11,SCT250,4,SCT,0,0,2012,2,2,7,2/2/2012,653
24229,20120202,753,11,BKN003,6,BKN,0,0,2012,2,2,8,2/2/2012,753
24229,20120202,853,11,SCT003 SCT250,4,SCT,SCT,0,2012,2,2,9,2/2/2012,853
24229,20120202,953,11,SCT002 BKN250,6,SCT,BKN,0,2012,2,2,10,2/2/2012,953
24229,20120202,1053,11,FEW140 SCT250,4,FEW,SCT,0,2012,2,2,11,2/2/2012,1053
24229,20120202,1153,11,FEW150 SCT250,4,FEW,SCT,0,2012,2,2,12,2/2/2012,1153
24229,20120202,1253,11,CLR,0,CLR,0,0,2012,2,2,13,2/2/2012,1253
24229,20120202,1353,11,FEW200,2,FEW,0,0,2012,2,2,14,2/2/2012,1353
24229,20120202,1453,11,FEW200,2,FEW,0,0,2012,2,2,15,2/2/2012,1453
24229,20120202,1553,11,FEW080 SCT200,4,FEW,SCT,0,2012,2,2,16,2/2/2012,1553
24229,20120202,1653,11,FEW080 SCT200,4,FEW,SCT,0,2012,2,2,17,2/2/2012,1653
24229,20120202,1753,11,FEW100,2,FEW,0,0,2012,2,2,18,2/2/2012,1753
24229,20120202,1853,11,CLR,0,CLR,0,0,2012,2,2,19,2/2/2012,1853
24229,20120202,1953,11,CLR,0,CLR,0,0,2012,2,2,20,2/2/2012,1953
24229,20120202,2053,11,CLR,0,CLR,0,0,2012,2,2,21,2/2/2012,2053
24229,20120202,2153,11,CLR,0,CLR,0,0,2012,2,2,22,2/2/2012,2153
24229,20120202,2253,11,CLR,0,CLR,0,0,2012,2,2,23,2/2/2012,2253
24229,20120202,2353,11,CLR,0,CLR,0,0,2012,2,2,24,2/2/2012,2353
24229,20120203,53,11,CLR,0,CLR,0,0,2012,2,3,1,2/3/2012,53
24229,20120203,153,11,CLR,0,CLR,0,0,2012,2,3,2,2/3/2012,153
24229,20120203,253,11,CLR,0,CLR,0,0,2012,2,3,3,2/3/2012,253
24229,20120203,353,11,CLR,0,CLR,0,0,2012,2,3,4,2/3/2012,353
24229,20120203,453,11,CLR,0,CLR,0,0,2012,2,3,5,2/3/2012,453
24229,20120203,553,11,CLR,0,CLR,0,0,2012,2,3,6,2/3/2012,553
24229,20120203,653,11,CLR,0,CLR,0,0,2012,2,3,7,2/3/2012,653
24229,20120203,753,11,FEW035 SCT250,4,FEW,SCT,0,2012,2,3,8,2/3/2012,753
24229,20120203,853,11,FEW035,2,FEW,0,0,2012,2,3,9,2/3/2012,853
24229,20120203,953,11,FEW035,2,FEW,0,0,2012,2,3,10,2/3/2012,953
24229,20120203,1053,11,FEW035,2,FEW,0,0,2012,2,3,11,2/3/2012,1053
24229,20120203,1153,11,FEW035,2,FEW,0,0,2012,2,3,12,2/3/2012,1153
24229,20120203,1253,11,FEW035 SCT250,4,FEW,SCT,0,2012,2,3,13,2/3/2012,1253
24229,20120203,1353,11,FEW035 SCT250,4,FEW,SCT,0,2012,2,3,14,2/3/2012,1353
24229,20120203,1453,11,FEW160,2,FEW,0,0,2012,2,3,15,2/3/2012,1453
24229,20120203,1553,11,FEW160,2,FEW,0,0,2012,2,3,16,2/3/2012,1553
24229,20120203,1653,11,FEW160,2,FEW,0,0,2012,2,3,17,2/3/2012,1653
24229,20120203,1753,11,FEW160,2,FEW,0,0,2012,2,3,18,2/3/2012,1753
24229,20120203,1853,11,FEW160,2,FEW,0,0,2012,2,3,19,2/3/2012,1853
24229,20120203,1953,11,FEW160,2,FEW,0,0,2012,2,3,20,2/3/2012,1953
24229,20120203,2053,11,FEW160,2,FEW,0,0,2012,2,3,21,2/3/2012,2053
24229,20120203,2153,11,FEW160,2,FEW,0,0,2012,2,3,22,2/3/2012,2153
24229,20120203,2253,11,BKN200,6,BKN,0,0,2012,2,3,23,2/3/2012,2253
24229,20120203,2353,11,BKN250,6,BKN,0,0,2012,2,3,24,2/3/2012,2353
24229,20120204,53,11,SCT250,4,SCT,0,0,2012,2,4,1,2/4/2012,53
24229,20120204,153,11,FEW200 SCT250,4,FEW,SCT,0,2012,2,4,2,2/4/2012,153
24229,20120204,253,11,FEW200,2,FEW,0,0,2012,2,4,3,2/4/2012,253
24229,20120204,353,11,FEW200,2,FEW,0,0,2012,2,4,4,2/4/2012,353
24229,20120204,453,11,FEW200,2,FEW,0,0,2012,2,4,5,2/4/2012,453
24229,20120204,553,11,FEW200 BKN250,6,FEW,BKN,0,2012,2,4,6,2/4/2012,553
24229,20120204,653,11,FEW200 BKN250,6,FEW,BKN,0,2012,2,4,7,2/4/2012,653
24229,20120204,753,11,BKN200,6,BKN,0,0,2012,2,4,8,2/4/2012,753
24229,20120204,853,11,SCT200,4,SCT,0,0,2012,2,4,9,2/4/2012,853
24229,20120204,953,11,SCT250,4,SCT,0,0,2012,2,4,10,2/4/2012,953
24229,20120204,1053,11,SCT250,4,SCT,0,0,2012,2,4,11,2/4/2012,1053
24229,20120204,1153,11,SCT250,4,SCT,0,0,2012,2,4,12,2/4/2012,1153
24229,20120204,1253,11,SCT250,4,SCT,0,0,2012,2,4,13,2/4/2012,1253
24229,20120204,1353,11,FEW150 SCT250,4,FEW,SCT,0,2012,2,4,14,2/4/2012,1353
24229,20120204,1453,11,FEW150 BKN250,6,FEW,BKN,0,2012,2,4,15,2/4/2012,1453
24229,20120204,1553,11,FEW150 SCT250,4,FEW,SCT,0,2012,2,4,16,2/4/2012,1553
24229,20120204,1653,11,FEW150 SCT250,4,FEW,SCT,0,2012,2,4,17,2/4/2012,1653
24229,20120204,1753,11,FEW150,2,FEW,0,0,2012,2,4,18,2/4/2012,1753
24229,20120204,1853,11,FEW150,2,FEW,0,0,2012,2,4,19,2/4/2012,1853
24229,20120204,1953,11,FEW150,2,FEW,0,0,2012,2,4,20,2/4/2012,1953
24229,20120204,2053,11,CLR,0,CLR,0,0,2012,2,4,21,2/4/2012,2053
24229,20120204,2153,11,CLR,0,CLR,0,0,2012,2,4,22,2/4/2012,2153
24229,20120204,2253,11,CLR,0,CLR,0,0,2012,2,4,23,2/4/2012,2253
24229,20120204,2353,11,CLR,0,CLR,0,0,2012,2,4,24,2/4/2012,2353
24229,20120205,53,11,CLR,0,CLR,0,0,2012,2,5,1,2/5/2012,53
24229,20120205,153,11,CLR,0,CLR,0,0,2012,2,5,2,2/5/2012,153
24229,20120205,253,11,FEW200,2,FEW,0,0,2012,2,5,3,2/5/2012,253
24229,20120205,353,11,SCT200,4,SCT,0,0,2012,2,5,4,2/5/2012,353
24229,20120205,453,11,BKN200,6,BKN,0,0,2012,2,5,5,2/5/2012,453
24229,20120205,553,11,SCT200,4,SCT,0,0,2012,2,5,6,2/5/2012,553
24229,20120205,653,11,SCT200,4,SCT,0,0,2012,2,5,7,2/5/2012,653
24229,20120205,753,11,FEW060 SCT200,4,FEW,SCT,0,2012,2,5,8,2/5/2012,753
24229,20120205,853,11,BKN200,6,BKN,0,0,2012,2,5,9,2/5/2012,853
24229,20120205,953,11,FEW050 BKN200,6,FEW,BKN,0,2012,2,5,10,2/5/2012,953
24229,20120205,1053,11,BKN200,6,BKN,0,0,2012,2,5,11,2/5/2012,1053
24229,20120205,1153,11,BKN200,6,BKN,0,0,2012,2,5,12,2/5/2012,1153
24229,20120205,1253,11,SCT200,4,SCT,0,0,2012,2,5,13,2/5/2012,1253
24229,20120205,1353,11,SCT200,4,SCT,0,0,2012,2,5,14,2/5/2012,1353
24229,20120205,1453,11,SCT200,4,SCT,0,0,2012,2,5,15,2/5/2012,1453
24229,20120205,1553,11,SCT200 BKN250,6,SCT,BKN,0,2012,2,5,16,2/5/2012,1553
24229,20120205,1653,11,BKN200 BKN250,6,BKN,BKN,0,2012,2,5,17,2/5/2012,1653
24229,20120205,1753,11,SCT200 SCT250,4,SCT,SCT,0,2012,2,5,18,2/5/2012,1753
24229,20120205,1853,11,SCT200,4,SCT,0,0,2012,2,5,19,2/5/2012,1853
24229,20120205,1953,11,SCT200,4,SCT,0,0,2012,2,5,20,2/5/2012,1953
24229,20120205,2053,11,FEW200,2,FEW,0,0,2012,2,5,21,2/5/2012,2053
24229,20120205,2153,11,FEW200,2,FEW,0,0,2012,2,5,22,2/5/2012,2153
24229,20120205,2253,11,FEW200,2,FEW,0,0,2012,2,5,23,2/5/2012,2253
24229,20120205,2353,11,CLR,0,CLR,0,0,2012,2,5,24,2/5/2012,2353
24229,20120206,53,11,CLR,0,CLR,0,0,2012,2,6,1,2/6/2012,53
24229,20120206,153,11,CLR,0,CLR,0,0,2012,2,6,2,2/6/2012,153
24229,20120206,253,11,CLR,0,CLR,0,0,2012,2,6,3,2/6/2012,253
24229,20120206,353,11,FEW250,2,FEW,0,0,2012,2,6,4,2/6/2012,353
24229,20120206,453,11,FEW250,2,FEW,0,0,2012,2,6,5,2/6/2012,453
24229,20120206,553,11,SCT250,4,SCT,0,0,2012,2,6,6,2/6/2012,553
24229,20120206,653,11,FEW040 SCT250,4,FEW,SCT,0,2012,2,6,7,2/6/2012,653
24229,20120206,753,11,FEW250,2,FEW,0,0,2012,2,6,8,2/6/2012,753
24229,20120206,853,11,CLR,0,CLR,0,0,2012,2,6,9,2/6/2012,853
24229,20120206,953,11,FEW250,2,FEW,0,0,2012,2,6,10,2/6/2012,953
24229,20120206,1053,11,FEW250,2,FEW,0,0,2012,2,6,11,2/6/2012,1053
24229,20120206,1153,11,CLR,0,CLR,0,0,2012,2,6,12,2/6/2012,1153
24229,20120206,1253,11,CLR,0,CLR,0,0,2012,2,6,13,2/6/2012,1253
24229,20120206,1353,11,CLR,0,CLR,0,0,2012,2,6,14,2/6/2012,1353
24229,20120206,1453,11,FEW250,2,FEW,0,0,2012,2,6,15,2/6/2012,1453
24229,20120206,1553,11,FEW250,2,FEW,0,0,2012,2,6,16,2/6/2012,1553
24229,20120206,1653,11,FEW250,2,FEW,0,0,2012,2,6,17,2/6/2012,1653
24229,20120206,1753,11,FEW250,2,FEW,0,0,2012,2,6,18,2/6/2012,1753
24229,20120206,1853,11,FEW250,2,FEW,0,0,2012,2,6,19,2/6/2012,1853
24229,20120206,1953,11,FEW250,2,FEW,0,0,2012,2,6,20,2/6/2012,1953
24229,20120206,2053,11,CLR,0,CLR,0,0,2012,2,6,21,2/6/2012,2053
24229,20120206,2153,11,CLR,0,CLR,0,0,2012,2,6,22,2/6/2012,2153
24229,20120206,2253,11,CLR,0,CLR,0,0,2012,2,6,23,2/6/2012,2253
24229,20120206,2353,11,CLR,0,CLR,0,0,2012,2,6,24,2/6/2012,2353
24229,20120207,53,11,CLR,0,CLR,0,0,2012,2,7,1,2/7/2012,53
24229,20120207,153,11,CLR,0,CLR,0,0,2012,2,7,2,2/7/2012,153
24229,20120207,253,11,CLR,0,CLR,0,0,2012,2,7,3,2/7/2012,253
24229,20120207,353,11,CLR,0,CLR,0,0,2012,2,7,4,2/7/2012,353
24229,20120207,453,11,FEW250,2,FEW,0,0,2012,2,7,5,2/7/2012,453
24229,20120207,553,11,SCT250,4,SCT,0,0,2012,2,7,6,2/7/2012,553
24229,20120207,653,11,SCT250,4,SCT,0,0,2012,2,7,7,2/7/2012,653
24229,20120207,753,11,SCT250,4,SCT,0,0,2012,2,7,8,2/7/2012,753
24229,20120207,853,11,BKN250,6,BKN,0,0,2012,2,7,9,2/7/2012,853
24229,20120207,953,11,FEW150 BKN250,6,FEW,BKN,0,2012,2,7,10,2/7/2012,953
24229,20120207,1053,11,SCT120 BKN250,6,SCT,BKN,0,2012,2,7,11,2/7/2012,1053
24229,20120207,1153,11,BKN100 BKN250,6,BKN,BKN,0,2012,2,7,12,2/7/2012,1153
24229,20120207,1253,11,OVC090,8,OVC,0,0,2012,2,7,13,2/7/2012,1253
24229,20120207,1353,11,BKN080 OVC100,8,BKN,OVC,0,2012,2,7,14,2/7/2012,1353
24229,20120207,1453,11,BKN070 OVC090,8,BKN,OVC,0,2012,2,7,15,2/7/2012,1453
24229,20120207,1553,11,OVC075,8,OVC,0,0,2012,2,7,16,2/7/2012,1553
24229,20120207,1653,11,SCT065 OVC080,8,SCT,OVC,0,2012,2,7,17,2/7/2012,1653
24229,20120207,1753,11,SCT060 OVC075,8,SCT,OVC,0,2012,2,7,18,2/7/2012,1753
24229,20120207,1853,11,BKN075 OVC095,8,BKN,OVC,0,2012,2,7,19,2/7/2012,1853
24229,20120207,1953,11,BKN070 OVC090,8,BKN,OVC,0,2012,2,7,20,2/7/2012,1953
24229,20120207,2053,11,BKN055 OVC070,8,BKN,OVC,0,2012,2,7,21,2/7/2012,2053
24229,20120207,2153,11,OVC055,8,OVC,0,0,2012,2,7,22,2/7/2012,2153
24229,20120207,2253,11,OVC065,8,OVC,0,0,2012,2,7,23,2/7/2012,2253
24229,20120207,2353,11,BKN060 BKN080 OVC110,8,BKN,BKN,OVC,2012,2,7,24,2/7/2012,2353
24229,20120208,53,11,OVC048,8,OVC,0,0,2012,2,8,1,2/8/2012,53
24229,20120208,153,11,OVC041,8,OVC,0,0,2012,2,8,2,2/8/2012,153
24229,20120208,253,11,BKN041 OVC055,8,BKN,OVC,0,2012,2,8,3,2/8/2012,253
24229,20120208,353,11,SCT042 SCT055 BKN200,6,SCT,SCT,BKN,2012,2,8,4,2/8/2012,353
24229,20120208,453,11,FEW042 BKN060 BKN200,6,FEW,BKN,BKN,2012,2,8,5,2/8/2012,453
24229,20120208,553,11,FEW047 OVC100,8,FEW,OVC,0,2012,2,8,6,2/8/2012,553
